,number,value,datetime_start,datetime_complete,duration,params_ent_coef,params_gamma,params_learning_rate,params_max_price,params_max_reserve_capacity_fraction,params_n_epochs,params_n_steps,state
48,48,6673.6,2023-01-24 22:44:25.744061,2023-01-24 22:47:49.444793,0 days 00:03:23.700732,3.326063092361609e-07,0.8620852671048191,0.27751495661990405,6.0,0.30000000000000004,1,504,COMPLETE
49,49,6754.576000000001,2023-01-24 22:47:49.471045,2023-01-24 22:56:14.614019,0 days 00:08:25.142974,0.0046078096572803205,0.9201561099617883,2.8083990772023947e-06,7.0,0.1,19,1579,COMPLETE
50,50,6460.8,2023-01-24 22:51:05.415926,2023-01-24 23:00:57.421649,0 days 00:09:52.005723,2.702005169579899e-06,0.9038176856599215,0.31583308770631674,20.0,0.5,23,202,COMPLETE
51,51,6826.4800000000005,2023-01-24 22:56:14.614019,2023-01-24 23:03:19.539796,0 days 00:07:04.925777,0.00014827731956725904,0.9017899870975801,2.8812662046545347e-05,15.5,0.5,8,1457,COMPLETE
52,52,6966.58,2023-01-24 23:00:57.437311,2023-01-24 23:10:54.300407,0 days 00:09:56.863096,2.4778049075782638e-05,0.8938594263283093,2.6114613413836606e-05,10.0,0.15000000000000002,25,1945,COMPLETE
53,53,6600.412000000001,2023-01-24 23:03:19.565601,2023-01-24 23:12:17.931600,0 days 00:08:58.365999,0.0003109483973563819,0.8949802696998179,1.9816624363053974e-06,20.0,0.1,25,1765,COMPLETE
54,54,6566.0960000000005,2023-01-24 23:10:54.300407,2023-01-24 23:21:54.361235,0 days 00:11:00.060828,0.0002475550095151471,0.8684202850273318,4.992408682229365e-07,12.5,0.1,19,2362,COMPLETE
55,55,6540.24,2023-01-24 23:12:18.094479,2023-01-24 23:20:23.199096,0 days 00:08:05.104617,0.0001024034216549604,0.8557131234731836,1.9294783095184925e-06,9.0,0.15000000000000002,16,1752,COMPLETE
56,56,7201.444,2023-01-24 23:20:23.214722,2023-01-24 23:32:10.647220,0 days 00:11:47.432498,0.0002815276890703069,0.8750643149913275,7.710353166901345e-05,10.5,0.2,23,2460,COMPLETE
57,57,6745.976000000001,2023-01-24 23:21:54.390777,2023-01-24 23:27:25.782292,0 days 00:05:31.391515,0.007734852213090109,0.8735876235929921,0.0014951210805470422,5.5,0.5,3,195,COMPLETE
